trackID,title,genre,duration
000002.mp3,Food,Hip-Hop,29.98857142857143
000005.mp3,This World,Hip-Hop,30.01469387755102
000010.mp3,Freeway,Pop,29.98857142857143
000140.mp3,Queen Of The Wires,Folk,29.98857142857143
000141.mp3,Ohio,Folk,29.98857142857143
000148.mp3,Blackout 2,Revival,29.98857142857143
000182.mp3,Jules Lost His Jewels,Lo-fi,30.01469387755102
000190.mp3,Castle Of Stars,Folk,30.01469387755102
000193.mp3,Here With You,Folk,29.98857142857143
000194.mp3,All I want to Do,Folk,30.01469387755102
000197.mp3,Paino 2,Folk,29.98857142857143
000200.mp3,Baby Come Home,Folk,29.98857142857143
000203.mp3,Song For R,Folk,29.98857142857143
000204.mp3,My Dream,Folk,29.98857142857143
000207.mp3,Piano 3,Folk,29.98857142857143
000210.mp3,In the French Court,Folk,30.01469387755102
000211.mp3,In America,Folk,29.98857142857143
000212.mp3,When I Arive,Folk,29.98857142857143
000213.mp3,Boute,Pop,29.98857142857143
000255.mp3,We Want to be Old,Pop,29.98857142857143
000256.mp3,Toggle,Metal,29.98857142857143
000368.mp3,Vampires,,29.98857142857143
000424.mp3,The Ambient Honky,Avant-Garde,29.98857142857143
000459.mp3,Machines and Muscles,Krautrock,30.01469387755102
000534.mp3,I Can See You,Folk,29.98857142857143
000540.mp3,The Black Pirate,Folk,29.98857142857143
000546.mp3,If You Have No One,Folk,29.98857142857143
000574.mp3,Caliente Queen,Punk,29.98857142857143
000602.mp3,Disappearing,Folk,29.98857142857143
000615.mp3,"Immaterial, side A",Electroacoustic,30.01469387755102
000620.mp3,Arabesque,Folk,29.98857142857143
000621.mp3,Blue Eyed Baby,Folk,29.98857142857143
000625.mp3,Climbing To The Top,Folk,30.01469387755102
000666.mp3,Heat,Reggae - Dub,30.01469387755102
000667.mp3,Sharpen The Knife,Reggae - Dub,29.98857142857143
000676.mp3,The Tension,Hip-Hop,29.98857142857143
000690.mp3,Cataclysm,Rock,29.98857142857143
000694.mp3,Planet Say (featuring Faust),Hip-Hop,29.98857142857143
000695.mp3,Elephants,Hip-Hop,29.98857142857143
000704.mp3,Mano De Dios,Latin,29.98857142857143
000705.mp3,Tio Cocodrilo,Latin,29.98857142857143
000706.mp3,Esto Es Califas,Latin,30.01469387755102
000707.mp3,Cochabamba,Latin,29.98857142857143
000708.mp3,Desconocido,Latin,29.98857142857143
000709.mp3,Cumbia De Obama,Latin,30.01469387755102
000714.mp3,Circle Moon,Folk,29.98857142857143
000715.mp3,Kokopelli,Folk,29.98857142857143
000716.mp3,Saxalainen,Folk,29.98857142857143
000718.mp3,Song Of The Spindle Berry,Folk,30.01469387755102
000777.mp3,Relaxing,Rock,29.98857142857143
000814.mp3,Motion Passings,Folk,29.98857142857143
000821.mp3,Sir,Pop,30.01469387755102
000822.mp3,Tom & Jerry,Pop,29.98857142857143
000825.mp3,Death March,Rock,29.98857142857143
000853.mp3,Welsinsni Melodyi,International,30.01469387755102
000890.mp3,Softly Tomorrow,Free Folk,29.98857142857143
000892.mp3,Phantom Sky,Free Folk,29.98857142857143
000897.mp3,02,Noise,29.98857142857143
000993.mp3,Or So I've Been Told,Rock,30.01469387755102
000995.mp3,No Good Deed Goes Unpunished,Noise,30.01469387755102
000997.mp3,Nothing's Ever Ending,Noise,30.01469387755102
000998.mp3,Apparently,Noise,29.98857142857143
001039.mp3,13 Monsters,Other - misc,29.98857142857143
001040.mp3,Dracula Mountain,Rock,29.98857142857143
001066.mp3,Helicopter de Cristal,Electronic,30.01469387755102
001069.mp3,Un Lagrima en la Discoteca,Electronic,29.98857142857143
001073.mp3,Onda Tocadisco,Electronic,30.01469387755102
001075.mp3,Painful Corazon,Electronic,29.98857142857143
001082.mp3,Nam Nhi-tu,International,30.01469387755102
001083.mp3,Feasting on Energy,Avant-Garde,29.98857142857143
001087.mp3,Tell The Police The Truth,Rock,30.01469387755102
001102.mp3,Rare Vodka from the Fourteenth Century,Rock,30.01469387755102
001193.mp3,Wooly Mammoth's Absence,Folk,30.01469387755102
001195.mp3,With My Hands Out,Folk,30.01469387755102
001196.mp3,2 Blonde Braids,Folk,30.01469387755102
001197.mp3,My Burning,Folk,29.98857142857143
001249.mp3,"""Cleanse Bath"" 10"" Metal Laquer",Noise,29.98857142857143
001259.mp3,Rolling In The Green,Noise,29.98857142857143
001270.mp3,Cocksuckerbastardmotherfucker,Punk,30.01469387755102
001276.mp3,Richard Nixon Died Today,Plunderphonic,30.01469387755102
001277.mp3,No Business,Plunderphonic,29.98857142857143
001278.mp3,Downloading,Audio Collage,30.01469387755102
001417.mp3,Guns of Thunder,Rock,29.98857142857143
001427.mp3,I Feel Evils,Rock,30.01469387755102
001443.mp3,Time Fist,Drone,29.98857142857143
001482.mp3,Reindeer Dance,Electronic,29.98857142857143
001510.mp3,Zombie,Noise,29.98857142857143
001544.mp3,Song of The Stations,Folk,30.01469387755102
001642.mp3,Hrz,Pop,30.0
001644.mp3,Outskirts,Pop,30.0
001649.mp3,Inis Meain,Pop,30.0
001661.mp3,Only Fools and Horses Theme,Pop,30.0
001663.mp3,So High,Pop,30.01469387755102
001666.mp3,She Fell Through the Trees,Pop,29.98857142857143
001673.mp3,Track 07,Field Recording,30.01469387755102
001680.mp3,Bashraf Salama,International,29.98857142857143
001681.mp3,Daka Kozi Manowe,International,29.98857142857143
001682.mp3,Nie Zama Nie Sema,International,29.98857142857143
001683.mp3,Mapenzi Matamu,International,30.01469387755102
001684.mp3,Mahaba Wa Taka Nini,International,29.98857142857143
001685.mp3,Eni Wana Damu,International,29.98857142857143
001686.mp3,Rufiji,International,29.98857142857143
001687.mp3,"Lala, Mpenzi Lala",International,29.98857142857143
001688.mp3,Sishituki,International,30.01469387755102
001689.mp3,Unalo,International,30.01469387755102
001701.mp3,Clouds,Folk,29.98857142857143
001702.mp3,Java Pop,Folk,30.01469387755102
001703.mp3,Equus Haar,Folk,29.98857142857143
001704.mp3,Morning Song,Folk,30.01469387755102
001706.mp3,In the Piney's,Rock,29.98857142857143
001720.mp3,Harken Sunshine,Psych REPLACE w/ Psych-Rock,29.98857142857143
001732.mp3,Black Jerusalem,Experimental,30.01469387755102
001733.mp3,Keinsein,Experimental,30.01469387755102
001735.mp3,Ghost Science,Experimental,29.98857142857143
001736.mp3,Soft Beast,Experimental,29.98857142857143
001883.mp3,I Do What I Do,Rock,30.01469387755102
001891.mp3,Kids In Cars,Rock,29.98857142857143
001893.mp3,Memories,Folk,29.98857142857143
001924.mp3,Calling For You,Folk,29.98857142857143
001925.mp3,Happy At The Wheel,Folk,30.01469387755102
001929.mp3,Buzz Chant,Electronic,29.98857142857143
001930.mp3,So Thereby...and furthermore...thus henceforth...Mono,Progressive,29.98857142857143
002012.mp3,The White Mice,Rock,30.01469387755102
002096.mp3,title unknown,Experimental,29.98857142857143
002097.mp3,my sweet miasma,Folk,30.01469387755102
002099.mp3,....like bacon sundays,Pop: Experimental,29.98857142857143
003263.mp3,A Date,Folk,29.98857142857143
003264.mp3,Tee Te Te,Folk,29.98857142857143
003265.mp3,Lavender,Folk,30.01469387755102
003266.mp3,Land,Folk,30.01469387755102
